9440.66,7880.34,9240.85,9294.54,9690.77,7191.43,7673.28,9188.8,7472.21,8438.89,
8170.89,8701.05,7776.75,8296.9,9832.8,9706.68,8724.99,9010.54,6995.61,8624.39,
6557.05,7350.1,6980.31,9314.62,7048.38,7903.31,6954.27,6880.83,9996.24,7263.9,
8295.26,9436.89,8644.24,7536.11,8731.43,8335.01,8227.54,9904.71,7523.81,9199.75,
8343.61,9194.7,7900.8,9620.35,7491.6,7733.6,9327.04,9716.59,6744.14,9822.64,
8340.98,6801.2,7172.75,8821.29,9615.81,7721.13,6724.6,6570.08,8101.96,6720.84,
7333.98,9897.22,9657.73,9478.22,7433.33,8389.16,7813.22,9160.87,8293.87,8837.03,
8360.62,6637.48,8031.73,9761.42,9757.83,9023.33,7495.03,9084.87,8739.93,7739.17,
531.387,333.07,437.24,604.429,585.096,395.528,357.008,609.482,403.137,530.935,
633.458,493.683,519.776,596.297,437.033,621.109,421.406,579.611,530.003,616.169,
453.346,352.013,631.096,619.649,326.111,604.804,513.611,434.142,505.447,376.803,
568.681,386.834,439.873,355.921,341.263,374.969,481.449,428.27,334.451,614.585,
309.205,317.909,458.269,558.981,644.206,625.302,530.089,415.612,554.913,410.092,
381.781,358.259,492.106,362.877,327.908,548.216,317.68,571.519,332.359,553.127,
298.321,631.04,289.961,468.194,336.96,361.224,573.163,548.409,519.494,637.614,
512.994,558.699,305.523,321.263,467.68,299.728,296.564,347.769,445.34,581.477,
291.332,309.558,239.194,249.781,333.999,254.433,322.996,246.547,333.78,239.406,
321.054,241.233,234.416,326.307,293.389,252.037,250.313,273.169,325.303,315.97,
269.91,289.249,291.943,279.258,302.739,243.964,287.081,309.729,264.43,333.223,
291.697,321.761,308.781,296.891,237.542,308.78,317.324,326.538,321.327,317.104,
331.943,308.381,324.337,332.36,300.688,283.726,250.397,317.001,322.895,241.699,
298.971,258.804,296.948,256.914,304.062,265.687,266.878,257.143,241.416,297.307,
256.366,299.113,285.069,331.147,262.004,288.611,305.927,245.328,281.148,293.254,
328.432,279.092,267.635,318.768,277.451,234.323,268.494,293.848,317.324,257.389,
7.34567,7.07613,7.07471,6.82694,7.39692,6.65558,7.27055,6.45721,6.97958,7.37438,
7.34351,7.2927,6.88596,6.65847,7.25275,7.27802,7.42302,6.85972,7.43661,6.6831,
7.68928,7.35866,7.31438,6.76017,7.14542,6.5227,6.7647,7.62834,7.36057,6.53124,
6.55579,6.90624,7.20737,7.2305,7.33318,6.80429,7.48607,6.80373,6.8615,6.66565,
7.77811,6.40501,7.55835,6.86407,6.66348,7.0111,7.74209,7.6865,7.47082,7.37871,
6.5696,7.3601,6.93736,7.48398,7.72027,7.68278,7.60668,6.68497,7.51112,7.16726,
6.8162,7.66691,7.6735,7.62357,7.0974,7.20668,6.62786,6.78348,7.61041,7.08936,
7.04913,7.58852,7.09437,6.80747,6.65259,7.35785,7.41857,6.59468,7.24435,7.08939,
87.0507,77.9402,34.2566,37.7572,59.882,29.7007,31.0591,48.8354,45.9846,94.5516,
