11121,8669.11,10807,10891.4,11514.1,7586.53,8343.73,10725.3,8027.76,9546.83,
9125.68,9958.79,8506.31,9323.71,11737.3,11539.1,9996.41,10445.1,7278.81,9838.33,
6589.65,7835.88,7254.77,10923,7361.73,8705.19,7213.85,7098.45,11994.1,7700.41,
9321.13,11115.1,9869.52,8128.17,10006.5,9383.58,9214.71,11850.3,8108.84,10742.5,
9397.1,10734.5,8701.26,11403.4,8058.23,8438.52,10942.5,11554.6,6883.65,11721.3,
9392.97,6973.31,7557.18,10147.7,11396.3,8418.91,6852.94,6610.13,9017.36,6847.03,
7810.54,11838.5,11462.1,11180.1,7966.66,9468.68,8563.64,10681.4,9318.94,10172.5,
9423.84,6716.04,8907.01,11625.1,11619.5,10465.2,8063.61,10561.9,10019.9,8447.27,
531.387,333.07,437.24,604.429,585.096,395.528,357.008,609.482,403.137,530.935,
633.458,493.683,519.776,596.297,437.033,621.109,421.406,579.611,530.003,616.169,
453.346,352.013,631.096,619.649,326.111,604.804,513.611,434.142,505.447,376.803,
568.681,386.834,439.873,355.921,341.263,374.969,481.449,428.27,334.451,614.585,
309.205,317.909,458.269,558.981,644.206,625.302,530.089,415.612,554.913,410.092,
381.781,358.259,492.106,362.877,327.908,548.216,317.68,571.519,332.359,553.127,
298.321,631.04,289.961,468.194,336.96,361.224,573.163,548.409,519.494,637.614,
512.994,558.699,305.523,321.263,467.68,299.728,296.564,347.769,445.34,581.477,
291.332,309.558,239.194,249.781,333.999,254.433,322.996,246.547,333.78,239.406,
321.054,241.233,234.416,326.307,293.389,252.037,250.313,273.169,325.303,315.97,
269.91,289.249,291.943,279.258,302.739,243.964,287.081,309.729,264.43,333.223,
291.697,321.761,308.781,296.891,237.542,308.78,317.324,326.538,321.327,317.104,
331.943,308.381,324.337,332.36,300.688,283.726,250.397,317.001,322.895,241.699,
298.971,258.804,296.948,256.914,304.062,265.687,266.878,257.143,241.416,297.307,
256.366,299.113,285.069,331.147,262.004,288.611,305.927,245.328,281.148,293.254,
328.432,279.092,267.635,318.768,277.451,234.323,268.494,293.848,317.324,257.389,
7.07548,6.88295,6.88194,6.70496,7.11209,6.58256,7.02182,6.44086,6.81398,7.09598,
7.07394,7.03764,6.74712,6.58462,7.00911,7.02716,7.13073,6.72837,7.14044,6.60221,
7.32091,7.08476,7.05313,6.65727,6.93244,6.48764,6.6605,7.27738,7.08612,6.49374,
6.51128,6.7616,6.97669,6.99321,7.06656,6.68878,7.17577,6.68838,6.72964,6.58975,
7.38436,6.40358,7.22739,6.73148,6.5882,6.8365,7.35864,7.31893,7.16487,7.09908,
6.52114,7.08579,6.78383,7.17427,7.34305,7.31627,7.26192,6.60355,7.19366,6.94804,
6.69729,7.30493,7.30964,7.27398,6.89814,6.9762,6.56276,6.67391,7.26458,6.8924,
6.86366,7.24894,6.89598,6.69105,6.58042,7.08418,7.12755,6.53906,7.00311,6.89242,
87.0507,77.9402,34.2566,37.7572,59.882,29.7007,31.0591,48.8354,45.9846,94.5516,
