9440.66,7880.34,9240.85,9294.54,9690.77,7191.43,7673.28,9188.8,7472.21,8438.89,
8170.89,8701.05,7776.75,8296.9,9832.8,9706.68,8724.99,9010.54,6995.61,8624.39,
6557.05,7350.1,6980.31,9314.62,7048.38,7903.31,6954.27,6880.83,9996.24,7263.9,
8295.26,9436.89,8644.24,7536.11,8731.43,8335.01,8227.54,9904.71,7523.81,9199.75,
8343.61,9194.7,7900.8,9620.35,7491.6,7733.6,9327.04,9716.59,6744.14,9822.64,
8340.98,6801.2,7172.75,8821.29,9615.81,7721.13,6724.6,6570.08,8101.96,6720.84,
7333.98,9897.22,9657.73,9478.22,7433.33,8389.16,7813.22,9160.87,8293.87,8837.03,
8360.62,6637.48,8031.73,9761.42,9757.83,9023.33,7495.03,9084.87,8739.93,7739.17,
531.387,333.07,437.24,604.429,585.096,395.528,357.008,609.482,403.137,530.935,
633.458,493.683,519.776,596.297,437.033,621.109,421.406,579.611,530.003,616.169,
453.346,352.013,631.096,619.649,326.111,604.804,513.611,434.142,505.447,376.803,
568.681,386.834,439.873,355.921,341.263,374.969,481.449,428.27,334.451,614.585,
309.205,317.909,458.269,558.981,644.206,625.302,530.089,415.612,554.913,410.092,
381.781,358.259,492.106,362.877,327.908,548.216,317.68,571.519,332.359,553.127,
298.321,631.04,289.961,468.194,336.96,361.224,573.163,548.409,519.494,637.614,
512.994,558.699,305.523,321.263,467.68,299.728,296.564,347.769,445.34,581.477,
291.332,309.558,239.194,249.781,333.999,254.433,322.996,246.547,333.78,239.406,
321.054,241.233,234.416,326.307,293.389,252.037,250.313,273.169,325.303,315.97,
269.91,289.249,291.943,279.258,302.739,243.964,287.081,309.729,264.43,333.223,
291.697,321.761,308.781,296.891,237.542,308.78,317.324,326.538,321.327,317.104,
331.943,308.381,324.337,332.36,300.688,283.726,250.397,317.001,322.895,241.699,
298.971,258.804,296.948,256.914,304.062,265.687,266.878,257.143,241.416,297.307,
256.366,299.113,285.069,331.147,262.004,288.611,305.927,245.328,281.148,293.254,
328.432,279.092,267.635,318.768,277.451,234.323,268.494,293.848,317.324,257.389,
6.94567,6.67613,6.67471,6.42694,6.99692,6.25558,6.87055,6.05721,6.57958,6.97438,
6.94351,6.8927,6.48596,6.25847,6.85275,6.87802,7.02302,6.45972,7.03661,6.2831,
7.28928,6.95866,6.91438,6.36017,6.74542,6.1227,6.3647,7.22834,6.96057,6.13124,
6.15579,6.50624,6.80737,6.8305,6.93318,6.40429,7.08607,6.40373,6.4615,6.26565,
7.37811,6.00501,7.15835,6.46407,6.26348,6.6111,7.34209,7.2865,7.07082,6.97871,
6.1696,6.9601,6.53736,7.08398,7.32027,7.28278,7.20668,6.28497,7.11112,6.76726,
6.4162,7.26691,7.2735,7.22357,6.6974,6.80668,6.22786,6.38348,7.21041,6.68936,
6.64913,7.18852,6.69437,6.40747,6.25259,6.95785,7.01857,6.19468,6.84435,6.68939,
87.0507,77.9402,34.2566,37.7572,59.882,29.7007,31.0591,48.8354,45.9846,94.5516,
